id,srno,customerName,customerPhone,orderType,paymentMethod,itemTotal,taxTotal,discountTotal,grandTotal,createdAt
"74a28f59-31a1-4604-9c2f-75d622e62d23","3","","","DINE_IN","","31.69","1.57","0","33.26","2026-03-13T05:54:06.649Z"
"7636f8fe-6502-474a-9079-b898fc0d7cc3","5","","","DINE_IN","","22.8","1.13","0","23.93","2026-03-13T10:11:12.024Z"
"be8f16b3-73da-4b72-bf43-1d76d1cf8857","4","","","DINE_IN","","57.69","2.87","0","60.56","2026-03-13T08:27:34.522Z"
